TimeStamp,Td,RH
timestamp,degC,%
2022-08-02 23:05:00,18.51,85.0
2022-08-02 23:10:00,18.49,85.3
2022-08-02 23:15:00,18.4,85.5
2022-08-02 23:20:00,18.32,85.7
2022-08-02 23:25:00,18.27,86.0
2022-08-02 23:30:00,18.16,86.2
2022-08-02 23:35:00,18.11,86.5
2022-08-02 23:40:00,18.16,86.7
2022-08-02 23:45:00,18.03,86.6
2022-08-02 23:50:00,18.04,87.1
2022-08-02 23:55:00,17.94,87.1
2022-08-03 00:00:00,17.87,87.4
2022-08-03 00:05:00,17.85,87.7
2022-08-03 00:10:00,17.85,87.7
2022-08-03 00:15:00,17.84,87.7
2022-08-03 00:20:00,17.85,87.8
2022-08-03 00:25:00,17.78,87.6
2022-08-03 00:30:00,17.65,87.7
2022-08-03 00:35:00,17.67,88.0
2022-08-03 00:40:00,17.53,88.2
2022-08-03 00:45:00,17.5,88.5
2022-08-03 00:50:00,17.54,88.8
2022-08-03 00:55:00,17.63,88.8
2022-08-03 01:00:00,17.72,88.5
2022-08-03 01:05:00,17.76,88.1
2022-08-03 01:10:00,17.79,87.9
2022-08-03 01:15:00,17.83,87.8
2022-08-03 01:20:00,17.86,87.6
2022-08-03 01:25:00,17.88,87.6
2022-08-03 01:30:00,17.93,87.5
2022-08-03 01:35:00,18.01,87.3
2022-08-03 01:40:00,18.05,87.1
2022-08-03 01:45:00,18.07,86.9
2022-08-03 01:50:00,18.13,86.7
2022-08-03 01:55:00,18.14,86.6
2022-08-03 02:00:00,18.18,86.4
2022-08-03 02:05:00,18.23,86.3
2022-08-03 02:10:00,18.22,86.2
2022-08-03 02:15:00,18.24,86.1
2022-08-03 02:20:00,18.25,86.1
2022-08-03 02:25:00,18.27,85.9
2022-08-03 02:30:00,18.29,85.9
2022-08-03 02:35:00,18.31,85.8
2022-08-03 02:40:00,18.34,85.6
2022-08-03 02:45:00,18.33,85.5
2022-08-03 02:50:00,18.33,85.5
2022-08-03 02:55:00,18.31,85.5
2022-08-03 03:00:00,18.3,85.5
2022-08-03 03:05:00,18.31,85.6
2022-08-03 03:10:00,18.32,85.6
2022-08-03 03:15:00,18.35,85.5
2022-08-03 03:20:00,18.36,85.5
2022-08-03 03:25:00,18.38,85.5
2022-08-03 03:30:00,18.4,85.6
2022-08-03 03:35:00,18.4,85.7
2022-08-03 03:40:00,18.4,85.8
2022-08-03 03:45:00,18.39,85.9
2022-08-03 03:50:00,18.39,86.1
2022-08-03 03:55:00,18.39,86.1
2022-08-03 04:00:00,18.39,86.1
2022-08-03 04:05:00,18.41,86.1
2022-08-03 04:10:00,18.4,86.2
2022-08-03 04:15:00,18.42,86.1
2022-08-03 04:20:00,18.41,86.2
2022-08-03 04:25:00,18.42,86.2
2022-08-03 04:30:00,18.42,86.5
2022-08-03 04:35:00,18.35,87.1
2022-08-03 04:40:00,18.29,87.7
2022-08-03 04:45:00,18.24,88.3
2022-08-03 04:50:00,18.21,88.7
2022-08-03 04:55:00,18.22,88.9
2022-08-03 05:00:00,18.24,89.0
2022-08-03 05:05:00,18.28,88.9
2022-08-03 05:10:00,18.34,88.7
2022-08-03 05:15:00,18.37,88.6
2022-08-03 05:20:00,18.42,88.5
2022-08-03 05:25:00,18.47,88.3
2022-08-03 05:30:00,18.49,88.3
2022-08-03 05:35:00,18.48,88.4
2022-08-03 05:40:00,18.55,88.5
2022-08-03 05:45:00,18.59,88.5
2022-08-03 05:50:00,18.63,88.5
2022-08-03 05:55:00,18.69,88.4
2022-08-03 06:00:00,18.73,88.0
2022-08-03 06:05:00,18.77,87.7
2022-08-03 06:10:00,18.82,87.7
2022-08-03 06:15:00,18.78,87.7
2022-08-03 06:20:00,18.87,87.6
2022-08-03 06:25:00,18.9,87.5
2022-08-03 06:30:00,18.94,87.5
2022-08-03 06:35:00,19.02,87.3
2022-08-03 06:40:00,19.12,86.8
2022-08-03 06:45:00,19.18,86.3
2022-08-03 06:50:00,19.25,85.8
2022-08-03 06:55:00,19.31,85.5
2022-08-03 07:00:00,19.49,85.1
2022-08-03 07:05:00,19.61,84.8
2022-08-03 07:10:00,19.87,83.7
2022-08-03 07:15:00,19.7,83.5
2022-08-03 07:20:00,19.62,83.8
2022-08-03 07:25:00,19.65,84.0
2022-08-03 07:30:00,19.72,83.9
2022-08-03 07:35:00,19.75,83.5
2022-08-03 07:40:00,19.75,83.3
2022-08-03 07:45:00,19.92,82.8
2022-08-03 07:50:00,19.84,82.9
2022-08-03 07:55:00,20.0,82.5
2022-08-03 08:00:00,20.12,82.1
2022-08-03 08:05:00,20.49,81.1
2022-08-03 08:10:00,20.34,80.5
2022-08-03 08:15:00,20.52,80.2
2022-08-03 08:20:00,20.55,79.8
2022-08-03 08:25:00,20.62,79.8
2022-08-03 08:30:00,20.65,79.8
2022-08-03 08:35:00,20.56,79.9
2022-08-03 08:40:00,20.45,80.4
2022-08-03 08:45:00,20.48,80.5
2022-08-03 08:50:00,20.72,79.9
2022-08-03 08:55:00,20.9,79.3
2022-08-03 09:00:00,21.01,78.4
2022-08-03 09:05:00,20.82,78.8
2022-08-03 09:10:00,21.08,78.6
2022-08-03 09:15:00,21.07,78.0
2022-08-03 09:20:00,21.15,77.8
2022-08-03 09:25:00,21.23,77.5
2022-08-03 09:30:00,21.29,77.7
2022-08-03 09:35:00,20.98,78.4
2022-08-03 09:40:00,21.1,78.3
2022-08-03 09:45:00,21.09,78.3
2022-08-03 09:50:00,20.95,78.4
2022-08-03 09:55:00,21.04,78.4
2022-08-03 10:00:00,21.14,77.9
2022-08-03 10:05:00,21.07,77.9
2022-08-03 10:10:00,21.03,77.9
2022-08-03 10:15:00,21.03,77.8
2022-08-03 10:20:00,21.31,77.2
2022-08-03 10:25:00,21.57,76.8
2022-08-03 10:30:00,21.53,76.1
2022-08-03 10:35:00,21.43,75.8
2022-08-03 10:40:00,21.61,75.7
2022-08-03 10:45:00,21.56,75.4
2022-08-03 10:50:00,21.6,75.7
2022-08-03 10:55:00,21.58,75.4
2022-08-03 11:00:00,21.65,75.6
2022-08-03 11:05:00,21.79,75.3
2022-08-03 11:10:00,21.85,74.9
2022-08-03 11:15:00,21.9,74.1
2022-08-03 11:20:00,21.67,75.1
2022-08-03 11:25:00,21.82,74.8
2022-08-03 11:30:00,21.91,74.0
2022-08-03 11:35:00,21.85,74.4
2022-08-03 11:40:00,22.35,73.8
2022-08-03 11:45:00,22.33,72.6
2022-08-03 11:50:00,22.16,73.1
2022-08-03 11:55:00,22.38,72.8
2022-08-03 12:00:00,22.64,71.8
2022-08-03 12:05:00,22.47,72.2
2022-08-03 12:10:00,22.23,72.8
2022-08-03 12:15:00,22.29,73.1
2022-08-03 12:20:00,22.16,73.1
2022-08-03 12:25:00,22.4,73.2
2022-08-03 12:30:00,22.15,73.6
2022-08-03 12:35:00,22.6,72.7
2022-08-03 12:40:00,22.71,72.4
2022-08-03 12:45:00,22.62,71.8
2022-08-03 12:50:00,22.63,72.1
2022-08-03 12:55:00,22.78,72.2
2022-08-03 13:00:00,22.54,72.2
2022-08-03 13:05:00,22.9,72.0
2022-08-03 13:10:00,23.23,71.4
2022-08-03 13:15:00,23.08,69.9
2022-08-03 13:20:00,23.1,70.7
2022-08-03 13:25:00,23.09,70.0
2022-08-03 13:30:00,23.08,69.9
2022-08-03 13:35:00,22.86,70.3
2022-08-03 13:40:00,22.78,71.0
2022-08-03 13:45:00,22.86,70.8
2022-08-03 13:50:00,23.3,69.9
2022-08-03 13:55:00,23.67,68.9
2022-08-03 14:00:00,24.01,66.5
2022-08-03 14:05:00,23.45,66.7
2022-08-03 14:10:00,23.38,67.6
2022-08-03 14:15:00,23.36,67.7
2022-08-03 14:20:00,23.31,68.1
2022-08-03 14:25:00,23.25,68.5
2022-08-03 14:30:00,23.08,69.0
2022-08-03 14:35:00,23.27,68.7
2022-08-03 14:40:00,23.38,68.5
2022-08-03 14:45:00,23.54,67.9
2022-08-03 14:50:00,23.7,67.0
2022-08-03 14:55:00,23.45,66.5
2022-08-03 15:00:00,23.61,66.9
2022-08-03 15:05:00,23.85,65.6
2022-08-03 15:10:00,23.65,66.0
2022-08-03 15:15:00,23.61,66.2
2022-08-03 15:20:00,23.55,66.7
2022-08-03 15:25:00,23.52,67.4
2022-08-03 15:30:00,23.71,67.3
2022-08-03 15:35:00,23.39,68.2
2022-08-03 15:40:00,23.14,68.9
2022-08-03 15:45:00,23.4,69.1
2022-08-03 15:50:00,23.73,67.4
2022-08-03 15:55:00,23.78,67.2
2022-08-03 16:00:00,23.83,65.8
2022-08-03 16:05:00,23.94,65.5
2022-08-03 16:10:00,23.42,67.0
2022-08-03 16:15:00,23.45,67.0
2022-08-03 16:20:00,23.31,66.9
2022-08-03 16:25:00,23.19,68.0
2022-08-03 16:30:00,23.13,68.8
2022-08-03 16:35:00,23.09,69.1
2022-08-03 16:40:00,23.01,69.9
2022-08-03 16:45:00,22.71,71.5
2022-08-03 16:50:00,22.5,72.4
2022-08-03 16:55:00,22.37,73.5
2022-08-03 17:00:00,22.32,73.8
2022-08-03 17:05:00,22.11,74.7
2022-08-03 17:10:00,21.9,75.4
2022-08-03 17:15:00,21.76,76.2
2022-08-03 17:20:00,21.78,76.1
2022-08-03 17:25:00,21.69,76.5
2022-08-03 17:30:00,21.66,76.7
2022-08-03 17:35:00,21.49,77.0
2022-08-03 17:40:00,21.27,77.5
2022-08-03 17:45:00,21.24,77.7
2022-08-03 17:50:00,21.28,77.4
2022-08-03 17:55:00,21.38,76.8
2022-08-03 18:00:00,21.45,76.4
2022-08-03 18:05:00,21.47,75.6
2022-08-03 18:10:00,21.55,75.5
2022-08-03 18:15:00,21.56,75.0
2022-08-03 18:20:00,21.6,74.5
2022-08-03 18:25:00,21.66,74.1
2022-08-03 18:30:00,21.66,72.7
2022-08-03 18:35:00,21.67,72.4
2022-08-03 18:40:00,21.76,72.2
2022-08-03 18:45:00,21.86,71.4
2022-08-03 18:50:00,22.03,70.5
2022-08-03 18:55:00,22.17,69.5
2022-08-03 19:00:00,22.14,68.9
2022-08-03 19:05:00,22.06,69.1
2022-08-03 19:10:00,22.21,68.4
2022-08-03 19:15:00,22.07,68.1
2022-08-03 19:20:00,21.79,68.4
2022-08-03 19:25:00,21.6,68.8
2022-08-03 19:30:00,21.41,69.6
2022-08-03 19:35:00,21.22,70.4
2022-08-03 19:40:00,21.16,71.2
2022-08-03 19:45:00,21.0,71.9
2022-08-03 19:50:00,20.92,72.6
2022-08-03 19:55:00,20.76,73.2
2022-08-03 20:00:00,20.69,73.5
2022-08-03 20:05:00,20.57,73.9
2022-08-03 20:10:00,20.41,74.2
2022-08-03 20:15:00,20.19,75.1
2022-08-03 20:20:00,20.18,75.9
2022-08-03 20:25:00,20.04,76.4
2022-08-03 20:30:00,19.84,77.0
2022-08-03 20:35:00,19.75,78.1
2022-08-03 20:40:00,19.71,78.4
2022-08-03 20:45:00,19.49,79.1
2022-08-03 20:50:00,19.4,80.0
2022-08-03 20:55:00,19.2,80.6
2022-08-03 21:00:00,18.92,81.3
2022-08-03 21:05:00,19.16,81.2
2022-08-03 21:10:00,19.15,76.4
2022-08-03 21:15:00,19.1,73.7
2022-08-03 21:20:00,18.99,72.4
2022-08-03 21:25:00,19.23,69.6
2022-08-03 21:30:00,19.29,68.5
2022-08-03 21:35:00,19.33,67.2
2022-08-03 21:40:00,19.27,66.6
2022-08-03 21:45:00,19.25,66.0
2022-08-03 21:50:00,19.03,66.1
2022-08-03 21:55:00,18.86,66.5
2022-08-03 22:00:00,18.77,66.8
2022-08-03 22:05:00,18.68,66.3
2022-08-03 22:10:00,18.73,66.4
2022-08-03 22:15:00,18.75,66.2
2022-08-03 22:20:00,18.76,66.3
2022-08-03 22:25:00,18.73,66.5
2022-08-03 22:30:00,18.72,66.6
2022-08-03 22:35:00,18.65,66.6
2022-08-03 22:40:00,18.57,66.9
2022-08-03 22:45:00,18.52,67.1
2022-08-03 22:50:00,18.49,67.0
2022-08-03 22:55:00,18.5,66.9
2022-08-03 23:00:00,18.49,67.2
2022-08-03 23:05:00,18.46,67.9
2022-08-03 23:10:00,18.42,67.7
2022-08-03 23:15:00,18.44,67.1
2022-08-03 23:20:00,18.39,67.8
2022-08-03 23:25:00,18.36,68.5
2022-08-03 23:30:00,18.35,67.9
2022-08-03 23:35:00,18.38,67.9
2022-08-03 23:40:00,18.36,68.0
2022-08-03 23:45:00,18.33,68.1
2022-08-03 23:50:00,18.26,68.4
2022-08-03 23:55:00,18.2,68.7
2022-08-04 00:00:00,18.17,68.7
2022-08-04 00:05:00,18.14,68.8
2022-08-04 00:10:00,18.07,69.2
2022-08-04 00:15:00,18.05,69.6
2022-08-04 00:20:00,17.99,69.7
2022-08-04 00:25:00,17.97,69.2
2022-08-04 00:30:00,17.94,69.3
2022-08-04 00:35:00,17.87,69.2
2022-08-04 00:40:00,17.78,69.3
2022-08-04 00:45:00,17.71,69.5
2022-08-04 00:50:00,17.71,68.5
2022-08-04 00:55:00,17.75,67.4
2022-08-04 01:00:00,17.68,67.9
2022-08-04 01:05:00,17.62,67.2
2022-08-04 01:10:00,17.6,67.2
2022-08-04 01:15:00,17.56,67.1
2022-08-04 01:20:00,17.52,67.3
2022-08-04 01:25:00,17.43,67.7
2022-08-04 01:30:00,17.42,68.3
2022-08-04 01:35:00,17.37,68.9
2022-08-04 01:40:00,17.3,69.6
2022-08-04 01:45:00,17.26,70.3
2022-08-04 01:50:00,17.2,71.2
2022-08-04 01:55:00,17.2,72.0
2022-08-04 02:00:00,17.15,72.8
2022-08-04 02:05:00,17.09,72.9
2022-08-04 02:10:00,17.06,73.5
2022-08-04 02:15:00,17.02,74.4
2022-08-04 02:20:00,16.95,75.0
2022-08-04 02:25:00,16.89,75.3
2022-08-04 02:30:00,16.86,75.5
2022-08-04 02:35:00,16.8,75.5
2022-08-04 02:40:00,16.77,75.6
2022-08-04 02:45:00,16.74,75.7
2022-08-04 02:50:00,16.71,75.8
2022-08-04 02:55:00,16.69,76.0
2022-08-04 03:00:00,16.56,76.4
2022-08-04 03:05:00,16.49,76.4
2022-08-04 03:10:00,16.4,76.8
2022-08-04 03:15:00,16.28,77.7
2022-08-04 03:20:00,16.19,78.3
2022-08-04 03:25:00,16.09,78.8
2022-08-04 03:30:00,16.08,79.0
2022-08-04 03:35:00,16.06,79.1
2022-08-04 03:40:00,15.91,79.0
2022-08-04 03:45:00,15.73,79.3
2022-08-04 03:50:00,15.5,79.9
2022-08-04 03:55:00,15.45,81.1
2022-08-04 04:00:00,15.33,81.6
2022-08-04 04:05:00,15.05,81.8
2022-08-04 04:10:00,15.1,82.7
2022-08-04 04:15:00,14.87,83.4
2022-08-04 04:20:00,14.55,83.2
2022-08-04 04:25:00,14.52,85.0
2022-08-04 04:30:00,14.39,85.9
2022-08-04 04:35:00,14.36,86.7
2022-08-04 04:40:00,14.35,87.1
2022-08-04 04:45:00,14.17,87.3
2022-08-04 04:50:00,14.16,87.6
2022-08-04 04:55:00,14.19,88.1
2022-08-04 05:00:00,14.08,88.1
2022-08-04 05:05:00,14.33,88.7
2022-08-04 05:10:00,14.24,88.3
2022-08-04 05:15:00,14.37,88.2
2022-08-04 05:20:00,14.4,88.1
2022-08-04 05:25:00,14.47,88.0
2022-08-04 05:30:00,14.54,87.9
2022-08-04 05:35:00,14.66,87.7
2022-08-04 05:40:00,14.77,87.3
2022-08-04 05:45:00,14.88,86.8
2022-08-04 05:50:00,15.03,86.4
2022-08-04 05:55:00,15.07,86.1
2022-08-04 06:00:00,15.13,85.9
2022-08-04 06:05:00,15.31,85.6
2022-08-04 06:10:00,15.37,85.0
2022-08-04 06:15:00,15.53,84.4
2022-08-04 06:20:00,15.59,83.5
2022-08-04 06:25:00,15.66,83.3
2022-08-04 06:30:00,15.78,82.9
2022-08-04 06:35:00,15.89,82.0
2022-08-04 06:40:00,16.04,81.2
2022-08-04 06:45:00,16.24,81.1
2022-08-04 06:50:00,16.4,79.8
2022-08-04 06:55:00,16.51,78.2
2022-08-04 07:00:00,16.48,78.3
2022-08-04 07:05:00,16.7,77.3
2022-08-04 07:10:00,16.71,76.2
2022-08-04 07:15:00,17.11,74.6
2022-08-04 07:20:00,17.11,74.0
2022-08-04 07:25:00,17.46,73.6
2022-08-04 07:30:00,17.46,73.2
2022-08-04 07:35:00,17.94,72.5
2022-08-04 07:40:00,18.17,68.9
2022-08-04 07:45:00,18.32,68.0
2022-08-04 07:50:00,18.39,67.4
2022-08-04 07:55:00,17.82,68.2
2022-08-04 08:00:00,18.44,68.2
2022-08-04 08:05:00,18.45,66.7
2022-08-04 08:10:00,18.46,66.7
2022-08-04 08:15:00,18.45,66.9
2022-08-04 08:20:00,18.56,65.8
2022-08-04 08:25:00,18.36,65.9
2022-08-04 08:30:00,18.45,66.1
2022-08-04 08:35:00,18.15,66.1
2022-08-04 08:40:00,18.27,66.8
2022-08-04 08:45:00,18.4,66.1
2022-08-04 08:50:00,18.94,64.9
2022-08-04 08:55:00,18.69,64.3
2022-08-04 09:00:00,19.01,64.3
2022-08-04 09:05:00,19.06,63.3
2022-08-04 09:10:00,18.94,62.9
2022-08-04 09:15:00,19.06,64.1
2022-08-04 09:20:00,19.21,62.6
2022-08-04 09:25:00,19.13,63.5
2022-08-04 09:30:00,19.4,62.5
2022-08-04 09:35:00,19.65,62.3
2022-08-04 09:40:00,19.93,61.0
2022-08-04 09:45:00,20.51,58.2
2022-08-04 09:50:00,20.12,57.6
2022-08-04 09:55:00,20.5,57.7
2022-08-04 10:00:00,19.96,58.4
2022-08-04 10:05:00,19.35,58.5
2022-08-04 10:10:00,20.57,57.2
2022-08-04 10:15:00,21.25,56.0
2022-08-04 10:20:00,20.52,53.6
2022-08-04 10:25:00,21.3,52.9
2022-08-04 10:30:00,21.28,51.7
2022-08-04 10:35:00,20.84,52.4
2022-08-04 10:40:00,20.91,49.8
2022-08-04 10:45:00,21.22,50.1
2022-08-04 10:50:00,21.1,48.9
2022-08-04 10:55:00,21.65,50.2
2022-08-04 11:00:00,20.71,50.8
2022-08-04 11:05:00,21.24,49.4
2022-08-04 11:10:00,21.61,46.1
2022-08-04 11:15:00,21.97,46.0
2022-08-04 11:20:00,22.6,44.9
2022-08-04 11:25:00,22.79,44.2
2022-08-04 11:30:00,21.66,45.6
2022-08-04 11:35:00,21.18,50.6
2022-08-04 11:40:00,21.24,52.0
2022-08-04 11:45:00,21.24,49.5
2022-08-04 11:50:00,21.35,49.9
2022-08-04 11:55:00,21.7,48.8
2022-08-04 12:00:00,21.69,46.4
2022-08-04 12:05:00,21.88,44.0
2022-08-04 12:10:00,22.03,44.8
2022-08-04 12:15:00,22.39,46.0
2022-08-04 12:20:00,21.38,46.8
2022-08-04 12:25:00,21.26,48.1
2022-08-04 12:30:00,21.46,48.2
2022-08-04 12:35:00,21.36,47.8
2022-08-04 12:40:00,22.54,43.9
2022-08-04 12:45:00,22.45,42.3
2022-08-04 12:50:00,22.52,43.7
2022-08-04 12:55:00,22.75,44.1
2022-08-04 13:00:00,22.02,45.3
2022-08-04 13:05:00,22.02,44.5
2022-08-04 13:10:00,22.45,44.2
2022-08-04 13:15:00,21.9,44.5
2022-08-04 13:20:00,21.94,44.1
2022-08-04 13:25:00,22.57,41.6
2022-08-04 13:30:00,22.48,40.2
2022-08-04 13:35:00,23.05,39.7
2022-08-04 13:40:00,22.39,40.8
2022-08-04 13:45:00,22.43,40.4
2022-08-04 13:50:00,22.68,39.7
2022-08-04 13:55:00,22.98,39.2
2022-08-04 14:00:00,23.05,38.8
2022-08-04 14:05:00,22.86,38.1
2022-08-04 14:10:00,23.3,37.5
2022-08-04 14:15:00,22.59,36.9
2022-08-04 14:20:00,22.6,36.8
2022-08-04 14:25:00,23.21,35.8
2022-08-04 14:30:00,23.01,34.9
2022-08-04 14:35:00,22.96,34.6
2022-08-04 14:40:00,22.45,35.7
2022-08-04 14:45:00,22.6,37.6
2022-08-04 14:50:00,22.25,37.4
2022-08-04 14:55:00,22.41,36.7
2022-08-04 15:00:00,22.66,36.3
2022-08-04 15:05:00,22.63,35.2
2022-08-04 15:10:00,22.65,35.2
2022-08-04 15:15:00,22.14,35.4
2022-08-04 15:20:00,22.28,35.2
2022-08-04 15:25:00,22.05,36.0
2022-08-04 15:30:00,22.09,36.1
2022-08-04 15:35:00,22.16,36.0
2022-08-04 15:40:00,22.12,35.8
2022-08-04 15:45:00,22.15,35.6
2022-08-04 15:50:00,22.09,35.0
2022-08-04 15:55:00,22.62,35.3
2022-08-04 16:00:00,22.72,34.7
2022-08-04 16:05:00,22.28,34.3
2022-08-04 16:10:00,22.42,34.3
2022-08-04 16:15:00,22.62,34.8
2022-08-04 16:20:00,22.42,35.3
2022-08-04 16:25:00,22.48,35.3
2022-08-04 16:30:00,22.41,35.1
2022-08-04 16:35:00,22.31,35.0
2022-08-04 16:40:00,22.18,35.2
2022-08-04 16:45:00,22.12,35.1
2022-08-04 16:50:00,22.14,35.2
2022-08-04 16:55:00,21.87,35.6
2022-08-04 17:00:00,21.7,36.5
2022-08-04 17:05:00,21.72,36.1
2022-08-04 17:10:00,21.59,36.1
2022-08-04 17:15:00,21.49,36.3
2022-08-04 17:20:00,21.31,36.6
2022-08-04 17:25:00,21.41,37.1
2022-08-04 17:30:00,21.4,37.1
2022-08-04 17:35:00,21.23,36.7
2022-08-04 17:40:00,21.29,36.3
2022-08-04 17:45:00,21.2,35.8
2022-08-04 17:50:00,21.19,36.0
2022-08-04 17:55:00,21.17,35.9
2022-08-04 18:00:00,21.16,35.9
2022-08-04 18:05:00,21.16,36.3
2022-08-04 18:10:00,21.12,36.5
2022-08-04 18:15:00,21.26,36.4
2022-08-04 18:20:00,21.24,36.2
2022-08-04 18:25:00,21.17,35.5
2022-08-04 18:30:00,21.12,35.9
2022-08-04 18:35:00,21.1,35.8
2022-08-04 18:40:00,21.04,35.2
2022-08-04 18:45:00,20.98,35.9
2022-08-04 18:50:00,20.92,36.2
2022-08-04 18:55:00,20.89,36.0
2022-08-04 19:00:00,20.82,36.6
2022-08-04 19:05:00,20.69,36.8
2022-08-04 19:10:00,20.52,37.1
2022-08-04 19:15:00,20.45,37.6
2022-08-04 19:20:00,20.26,38.3
2022-08-04 19:25:00,20.17,38.4
2022-08-04 19:30:00,20.04,39.0
2022-08-04 19:35:00,19.95,39.4
2022-08-04 19:40:00,19.78,39.6
2022-08-04 19:45:00,19.66,40.0
2022-08-04 19:50:00,19.44,40.5
2022-08-04 19:55:00,19.23,41.1
2022-08-04 20:00:00,19.08,41.6
2022-08-04 20:05:00,18.98,42.6
2022-08-04 20:10:00,18.91,42.6
2022-08-04 20:15:00,18.92,42.4
2022-08-04 20:20:00,18.68,42.6
2022-08-04 20:25:00,18.67,43.0
2022-08-04 20:30:00,18.41,43.2
2022-08-04 20:35:00,18.39,43.5
2022-08-04 20:40:00,18.33,43.6
2022-08-04 20:45:00,18.2,43.8
2022-08-04 20:50:00,17.92,44.3
2022-08-04 20:55:00,17.84,44.7
2022-08-04 21:00:00,17.57,45.4
2022-08-04 21:05:00,17.46,45.7
2022-08-04 21:10:00,17.36,46.2
2022-08-04 21:15:00,17.25,47.1
2022-08-04 21:20:00,17.25,46.9
2022-08-04 21:25:00,16.95,47.3
2022-08-04 21:30:00,16.87,47.7
2022-08-04 21:35:00,16.83,48.1
2022-08-04 21:40:00,16.7,48.5
2022-08-04 21:45:00,16.63,48.6
2022-08-04 21:50:00,16.53,48.8
2022-08-04 21:55:00,16.47,49.0
2022-08-04 22:00:00,16.3,49.1
2022-08-04 22:05:00,16.15,49.3
2022-08-04 22:10:00,16.13,48.9
2022-08-04 22:15:00,16.05,48.7
2022-08-04 22:20:00,15.96,48.4
2022-08-04 22:25:00,16.04,48.0
2022-08-04 22:30:00,16.01,48.0
2022-08-04 22:35:00,15.96,48.4
2022-08-04 22:40:00,16.12,47.9
2022-08-04 22:45:00,16.11,47.9
2022-08-04 22:50:00,16.12,48.0
2022-08-04 22:55:00,16.04,48.3
2022-08-04 23:00:00,16.01,48.5
2022-08-04 23:05:00,16.01,48.5
2022-08-04 23:10:00,16.01,48.6
2022-08-04 23:15:00,15.95,48.8
2022-08-04 23:20:00,15.93,48.9
2022-08-04 23:25:00,15.95,49.2
2022-08-04 23:30:00,15.84,49.8
2022-08-04 23:35:00,15.84,49.9
2022-08-04 23:40:00,15.73,50.5
2022-08-04 23:45:00,15.66,51.0
2022-08-04 23:50:00,15.63,51.2
2022-08-04 23:55:00,15.63,51.4
2022-08-05 00:00:00,15.61,51.6
2022-08-05 00:05:00,15.56,51.9
2022-08-05 00:10:00,15.51,52.2
2022-08-05 00:15:00,15.46,52.4
2022-08-05 00:20:00,15.46,52.4
2022-08-05 00:25:00,15.42,52.7
2022-08-05 00:30:00,15.34,53.0
2022-08-05 00:35:00,15.28,53.5
2022-08-05 00:40:00,15.22,53.9
2022-08-05 00:45:00,15.17,54.3
2022-08-05 00:50:00,15.11,54.6
2022-08-05 00:55:00,15.05,55.1
2022-08-05 01:00:00,14.97,55.8
2022-08-05 01:05:00,14.96,56.2
2022-08-05 01:10:00,14.89,56.7
2022-08-05 01:15:00,14.85,57.2
2022-08-05 01:20:00,14.82,57.5
2022-08-05 01:25:00,14.77,57.6
2022-08-05 01:30:00,14.82,57.6
2022-08-05 01:35:00,14.66,58.1
2022-08-05 01:40:00,14.74,58.0
2022-08-05 01:45:00,14.67,58.3
2022-08-05 01:50:00,14.59,58.4
2022-08-05 01:55:00,14.61,58.4
2022-08-05 02:00:00,14.51,58.8
2022-08-05 02:05:00,14.45,59.3
2022-08-05 02:10:00,14.4,59.3
2022-08-05 02:15:00,14.44,59.0
2022-08-05 02:20:00,14.41,59.2
2022-08-05 02:25:00,14.36,59.6
2022-08-05 02:30:00,14.34,59.8
2022-08-05 02:35:00,14.27,60.1
2022-08-05 02:40:00,14.24,60.4
2022-08-05 02:45:00,14.12,60.7
2022-08-05 02:50:00,14.12,61.4
2022-08-05 02:55:00,14.08,61.6
2022-08-05 03:00:00,14.01,62.0
2022-08-05 03:05:00,13.98,62.5
2022-08-05 03:10:00,13.81,62.9
2022-08-05 03:15:00,13.88,63.3
2022-08-05 03:20:00,13.84,63.4
2022-08-05 03:25:00,13.84,63.6
2022-08-05 03:30:00,13.74,64.0
2022-08-05 03:35:00,13.73,64.5
2022-08-05 03:40:00,13.76,64.3
2022-08-05 03:45:00,13.78,64.4
2022-08-05 03:50:00,13.71,64.8
2022-08-05 03:55:00,13.69,65.1
2022-08-05 04:00:00,13.67,65.4
2022-08-05 04:05:00,13.62,65.8
2022-08-05 04:10:00,13.47,66.1
2022-08-05 04:15:00,13.41,66.7
2022-08-05 04:20:00,13.27,67.4
2022-08-05 04:25:00,13.1,68.3
2022-08-05 04:30:00,13.11,68.9
2022-08-05 04:35:00,13.03,69.3
2022-08-05 04:40:00,13.01,69.4
2022-08-05 04:45:00,12.93,69.7
2022-08-05 04:50:00,12.76,70.2
2022-08-05 04:55:00,12.68,71.1
2022-08-05 05:00:00,12.64,71.3
2022-08-05 05:05:00,12.66,71.8
2022-08-05 05:10:00,12.53,72.1
2022-08-05 05:15:00,12.52,72.4
2022-08-05 05:20:00,12.51,72.4
2022-08-05 05:25:00,12.54,72.5
2022-08-05 05:30:00,12.59,72.5
2022-08-05 05:35:00,12.68,72.2
2022-08-05 05:40:00,12.78,71.8
2022-08-05 05:45:00,12.86,71.5
2022-08-05 05:50:00,12.91,71.2
2022-08-05 05:55:00,13.0,70.9
2022-08-05 06:00:00,13.02,70.6
2022-08-05 06:05:00,13.12,70.6
2022-08-05 06:10:00,13.23,70.0
2022-08-05 06:15:00,13.32,69.7
2022-08-05 06:20:00,13.42,69.4
2022-08-05 06:25:00,13.55,68.8
